gene_callers_id	Accession
1370	VTP51696.1
1371	VTP51694.1
1372	VTP51692.1
1373	VTP51690.1
1374	VTP51688.1
1375	VTP51686.1
1376	VTP51684.1
1377	VTP53461.1
1378	VTP53459.1
1379	VTP53457.1
1380	VTP53455.1
1381	VTP53453.1
1382	VTP53451.1
1383	VTP53449.1
1384	VTP53447.1
1385	VTP53445.1
1386	VTP53443.1
1387	VTP53441.1
1388	VTP53439.1
1389	VTP53437.1
1390	VTP53435.1
1391	VTP53433.1
1392	VTP53431.1
1393	VTP53429.1
1394	VTP53427.1
1395	VTP53425.1
1396	VTP53423.1
1397	VTP55833.1
1398	VTP55835.1
1399	VTP55837.1
1400	VTP55839.1
1401	VTP55841.1
1402	VTP55843.1
1403	VTP55845.1
1404	VTP55847.1
1405	VTP55849.1
1406	VTP55851.1
1407	VTP55853.1
1408	VTP55855.1
1409	VTP55857.1
1410	VTP55859.1
1411	VTP55861.1
1412	VTP55863.1
1413	VTP55865.1
1414	VTP55867.1
1415	VTP55869.1
1416	VTP55871.1
1417	VTP55873.1
1418	VTP50187.1
1419	VTP50186.1
1420	VTP50185.1
1421	VTP50184.1
1422	VTP50183.1
1423	VTP50182.1
1424	VTP50181.1
1425	VTP50180.1
1426	VTP50179.1
1427	VTP50178.1
1428	VTP50177.1
1429	VTP54123.1
1430	VTP51152.1
1431	VTP50674.1
1432	VTP50673.1
1433	VTP50672.1
1434	VTP50671.1
1435	VTP50670.1
1436	VTP50669.1
1437	VTP50668.1
1438	VTP50667.1
1439	VTP50666.1
1440	VTP50665.1
1441	VTP50664.1
1442	VTP50663.1
1443	VTP51027.1
1444	VTP51026.1
1445	VTP51025.1
1446	VTP51024.1
1447	VTP51023.1
1448	VTP51022.1
1449	VTP51021.1
1450	VTP51020.1
1451	VTP54239.1
1452	VTP53639.1
1453	VTP53638.1
1454	VTP53637.1
1455	VTP53636.1
1456	VTP53635.1
1457	VTP53634.1
1458	VTP53633.1
1459	VTP56524.1
1460	VTP52016.1
1461	VTP52018.1
1462	VTP52020.1
1463	VTP52022.1
1465	VTP53473.1
1466	VTP53471.1
1468	VTP53467.1
1469	VTP53465.1
1470	VTP53463.1
1471	VTP53775.1
1472	VTP53777.1
1473	VTP53779.1
1474	VTP50312.1
1475	VTP50311.1
1476	VTP50310.1
1477	VTP55415.1
1478	VTP56030.1
1479	VTP56524.1
1480	VTP55341.1
1481	VTP50313.1
1482	VTP50885.1
1483	VTP50309.1
1485	VTP53773.1
1486	VTP50547.1
1487	VTP56522.1
1488	VTP56524.1
1491	VTP51154.1
1492	VTP51155.1
1493	VTP51156.1
1494	VTP51157.1
1495	VTP51158.1
1496	VTP51159.1
1497	VTP51160.1
1498	VTP51161.1
1499	VTP51162.1
1500	VTP51163.1
1501	VTP51164.1
1502	VTP51165.1
1503	VTP51166.1
1504	VTP51167.1
1505	VTP51168.1
1506	VTP51169.1
1507	VTP51170.1
1508	VTP51171.1
1509	VTP51172.1
1510	VTP51173.1
1511	VTP51174.1
1512	VTP51175.1
1513	VTP51176.1
1514	VTP51177.1
1515	VTP51178.1
1516	VTP51179.1
1517	VTP51180.1
1518	VTP51181.1
1519	VTP51182.1
1520	VTP51183.1
1521	VTP51184.1
1522	VTP51185.1
1523	VTP51187.1
1524	VTP51188.1
1525	VTP51189.1
1526	VTP51190.1
1527	VTP51191.1
1528	VTP51192.1
1529	VTP51193.1
1530	VTP51194.1
1531	VTP51195.1
1532	VTP51196.1
1533	VTP51197.1
1534	VTP51198.1
1535	VTP51199.1
1536	VTP51200.1
1537	VTP51201.1
1538	VTP51202.1
1539	VTP51203.1
1540	VTP51204.1
1541	VTP51205.1
1542	VTP51206.1
1543	VTP51207.1
1544	VTP51208.1
1545	VTP51209.1
1546	VTP51210.1
1547	VTP51211.1
1548	VTP51212.1
1549	VTP51213.1
1550	VTP51214.1
1551	VTP51215.1
1552	VTP51217.1
1553	VTP51218.1
1554	VTP51219.1
1555	VTP51220.1
1556	VTP51221.1
1557	VTP51222.1
1558	VTP51223.1
1559	VTP51224.1
1560	VTP51225.1
1561	VTP51226.1
1562	VTP51227.1
1563	VTP51228.1
1564	VTP51229.1
1565	VTP51230.1
1566	VTP51231.1
1567	VTP51232.1
1568	VTP51233.1
1569	VTP51234.1
1570	VTP51235.1
1571	VTP51236.1
1572	VTP51237.1
1573	VTP51238.1
1574	VTP51239.1
1575	VTP51240.1
1576	VTP51241.1
1577	VTP51242.1
1578	VTP51243.1
1579	VTP51244.1
1580	VTP51245.1
1581	VTP51246.1
1582	VTP51247.1
1583	VTP51248.1
1584	VTP51249.1
1585	VTP51250.1
1586	VTP51251.1
1587	VTP51252.1
1588	VTP51254.1
1589	VTP51255.1
1590	VTP51256.1
1591	VTP51258.1
1592	VTP51260.1
1593	VTP51262.1
1594	VTP51264.1
1595	VTP51266.1
1596	VTP51268.1
1597	VTP51270.1
1598	VTP51272.1
1599	VTP51274.1
1600	VTP51276.1
1601	VTP51278.1
1602	VTP51280.1
1603	VTP51282.1
1604	VTP51284.1
1605	VTP51286.1
1606	VTP51288.1
1607	VTP51290.1
1608	VTP51292.1
1609	VTP51294.1
1610	VTP51296.1
1611	VTP51298.1
1612	VTP51300.1
1613	VTP51302.1
1614	VTP51304.1
1615	VTP51306.1
1616	VTP51308.1
1617	VTP51310.1
1618	VTP51312.1
1619	VTP51314.1
1620	VTP51316.1
1621	VTP51318.1
1622	VTP51320.1
1623	VTP51322.1
1624	VTP51324.1
1625	VTP51326.1
1626	VTP51328.1
1627	VTP51330.1
1628	VTP51332.1
1629	VTP51334.1
1630	VTP51336.1
1631	VTP51338.1
1632	VTP51340.1
1633	VTP51342.1
1634	VTP51344.1
1635	VTP51346.1
1636	VTP51348.1
1637	VTP51350.1
1638	VTP51352.1
1639	VTP51354.1
1640	VTP51356.1
1641	VTP51358.1
1642	VTP51360.1
1643	VTP51362.1
1644	VTP51364.1
1645	VTP51366.1
1646	VTP51368.1
1647	VTP51370.1
1648	VTP51372.1
1649	VTP51374.1
1650	VTP51376.1
1651	VTP51378.1
1652	VTP51380.1
1653	VTP51382.1
1654	VTP51384.1
1655	VTP51386.1
1656	VTP51388.1
1657	VTP51390.1
1658	VTP51392.1
1659	VTP51394.1
1660	VTP51396.1
1661	VTP51398.1
1662	VTP51400.1
1663	VTP51402.1
1664	VTP51404.1
1665	VTP51406.1
1666	VTP51408.1
1667	VTP51410.1
1668	VTP51412.1
1669	VTP51414.1
1670	VTP51416.1
1671	VTP51418.1
1672	VTP51420.1
1673	VTP51422.1
1674	VTP51424.1
1675	VTP51426.1
1676	VTP51428.1
1677	VTP51430.1
1678	VTP51432.1
1679	VTP51434.1
1680	VTP51436.1
1681	VTP51438.1
1682	VTP51440.1
1683	VTP51442.1
1684	VTP51444.1
1685	VTP51446.1
1686	VTP51448.1
1687	VTP51450.1
1688	VTP51452.1
1689	VTP51454.1
1690	VTP51456.1
1691	VTP51458.1
1692	VTP51460.1
1693	VTP55584.1
1695	VTP50748.1
1696	VTP50749.1
1697	VTP50750.1
1698	VTP50751.1
1699	VTP50752.1
1700	VTP50753.1
1701	VTP50754.1
1702	VTP50755.1
1703	VTP50756.1
1704	VTP50757.1
1705	VTP50758.1
1706	VTP50759.1
1707	VTP50760.1
1708	VTP50761.1
1709	VTP50762.1
1710	VTP50763.1
1711	VTP50764.1
1712	VTP50765.1
1713	VTP50766.1
1714	VTP50767.1
1715	VTP50768.1
1716	VTP50769.1
1717	VTP50770.1
1718	VTP50771.1
1719	VTP50772.1
1720	VTP50773.1
1721	VTP50774.1
1722	VTP50775.1
1723	VTP50776.1
1724	VTP50777.1
1725	VTP50778.1
1726	VTP50779.1
1727	VTP50780.1
1728	VTP50781.1
1729	VTP50782.1
1730	VTP50783.1
1731	VTP50784.1
1732	VTP50785.1
1733	VTP50786.1
1734	VTP50787.1
1735	VTP50788.1
1736	VTP50789.1
1737	VTP50790.1
1738	VTP50791.1
1739	VTP50792.1
1740	VTP50793.1
1741	VTP50794.1
1742	VTP50795.1
1743	VTP50796.1
1744	VTP50797.1
1745	VTP50798.1
1746	VTP50799.1
1747	VTP50800.1
1748	VTP50801.1
1749	VTP50802.1
1750	VTP50803.1
1751	VTP50804.1
1752	VTP50805.1
1753	VTP50806.1
1754	VTP50807.1
1755	VTP50808.1
1756	VTP50809.1
1757	VTP50810.1
1758	VTP50811.1
1759	VTP50812.1
1760	VTP50813.1
1761	VTP50814.1
1762	VTP50815.1
1763	VTP50816.1
1764	VTP50817.1
1765	VTP50818.1
1766	VTP50819.1
1767	VTP50820.1
1768	VTP50821.1
1769	VTP50822.1
1770	VTP50823.1
1771	VTP50824.1
1772	VTP50826.1
1773	VTP50827.1
1774	VTP50828.1
1775	VTP50829.1
1776	VTP50830.1
1777	VTP50831.1
1778	VTP50832.1
1779	VTP50833.1
1780	VTP50834.1
1781	VTP50835.1
1782	VTP50836.1
1783	VTP50837.1
1784	VTP50838.1
1785	VTP50839.1
1786	VTP50840.1
1787	VTP50841.1
1788	VTP50842.1
1789	VTP50843.1
1790	VTP50844.1
1791	VTP50845.1
1792	VTP50846.1
1793	VTP50847.1
1794	VTP50848.1
1795	VTP50849.1
1796	VTP50850.1
1797	VTP50851.1
1798	VTP50852.1
1799	VTP50853.1
1800	VTP50854.1
1801	VTP50855.1
1802	VTP50856.1
1803	VTP50858.1
1804	VTP50859.1
1805	VTP50860.1
1806	VTP50861.1
1807	VTP50862.1
1808	VTP50863.1
1809	VTP50864.1
1810	VTP50865.1
1811	VTP50866.1
1812	VTP50867.1
1813	VTP50868.1
1814	VTP51152.1
1815	VTP51849.1
1816	VTP51851.1
1817	VTP51853.1
1818	VTP51855.1
1819	VTP51857.1
1820	VTP51860.1
1821	VTP51862.1
1822	VTP51864.1
1823	VTP51866.1
1824	VTP51868.1
1825	VTP51870.1
1826	VTP51872.1
1827	VTP51873.1
1828	VTP51875.1
1829	VTP51877.1
1830	VTP51879.1
1831	VTP51881.1
1832	VTP51883.1
1833	VTP51885.1
1834	VTP51887.1
1835	VTP51889.1
1836	VTP51891.1
1837	VTP51893.1
1838	VTP51895.1
1839	VTP51896.1
1840	VTP51898.1
1841	VTP51900.1
1842	VTP51902.1
1843	VTP51904.1
1844	VTP51906.1
1845	VTP51908.1
1846	VTP51910.1
1847	VTP51912.1
1848	VTP51914.1
1849	VTP51916.1
1850	VTP51918.1
1851	VTP51920.1
1852	VTP51922.1
1853	VTP51924.1
1854	VTP51926.1
1855	VTP51928.1
1856	VTP51930.1
1857	VTP51932.1
1858	VTP51934.1
1859	VTP51936.1
1860	VTP51938.1
1861	VTP51940.1
1862	VTP51942.1
1863	VTP51944.1
1864	VTP51946.1
1865	VTP51948.1
1866	VTP51950.1
1867	VTP51952.1
1868	VTP51954.1
1869	VTP51956.1
1870	VTP51958.1
1871	VTP51960.1
1872	VTP51962.1
1873	VTP51964.1
1874	VTP51966.1
1875	VTP51969.1
1876	VTP51971.1
1877	VTP51973.1
1878	VTP51975.1
1879	VTP51977.1
1880	VTP51979.1
1881	VTP51981.1
1882	VTP51983.1
1883	VTP51985.1
1884	VTP51987.1
1885	VTP51989.1
1886	VTP51991.1
1887	VTP51994.1
1888	VTP51996.1
1889	VTP51998.1
1890	VTP52000.1
1891	VTP52002.1
1892	VTP52004.1
1893	VTP52006.1
1894	VTP52008.1
1895	VTP52010.1
1896	VTP52012.1
1897	VTP52014.1
1898	VTP55644.1
1899	VTP55646.1
1900	VTP55648.1
1901	VTP55650.1
1902	VTP55652.1
1903	VTP55654.1
1904	VTP55656.1
1905	VTP55658.1
1906	VTP55660.1
1907	VTP55662.1
1908	VTP55664.1
1909	VTP55666.1
1910	VTP55668.1
1911	VTP55672.1
1912	VTP55674.1
1913	VTP55676.1
1914	VTP55678.1
1915	VTP55680.1
1916	VTP55682.1
1917	VTP55684.1
1918	VTP55686.1
1919	VTP55688.1
1920	VTP55690.1
1921	VTP55692.1
1922	VTP55694.1
1923	VTP55696.1
1924	VTP55698.1
1926	VTP55700.1
1927	VTP55702.1
1928	VTP55704.1
1929	VTP55706.1
1930	VTP55708.1
1931	VTP55710.1
1932	VTP55712.1
1933	VTP55714.1
1934	VTP55716.1
1935	VTP55718.1
1936	VTP55720.1
1937	VTP55722.1
1938	VTP55724.1
1939	VTP55726.1
1940	VTP55728.1
1941	VTP55730.1
1942	VTP55732.1
1943	VTP55734.1
1944	VTP55736.1
1945	VTP55738.1
1946	VTP55740.1
1947	VTP55742.1
1948	VTP55744.1
1949	VTP55746.1
1950	VTP55748.1
1951	VTP55750.1
1952	VTP55752.1
1953	VTP55754.1
1954	VTP55756.1
1955	VTP55758.1
1956	VTP55760.1
1957	VTP55762.1
1958	VTP55764.1
1959	VTP55766.1
1960	VTP55768.1
1961	VTP55770.1
1962	VTP55772.1
1963	VTP55774.1
1964	VTP55776.1
1965	VTP55778.1
1966	VTP55780.1
1967	VTP55805.1
1968	VTP55807.1
1969	VTP55809.1
1970	VTP55811.1
1971	VTP55813.1
1972	VTP55815.1
1973	VTP55817.1
1974	VTP55819.1
1975	VTP55821.1
1976	VTP55823.1
1977	VTP55825.1
1978	VTP55827.1
1979	VTP55829.1
1980	VTP55831.1
1981	VTP55417.1
1982	VTP55419.1
1983	VTP55421.1
1984	VTP55423.1
1985	VTP55425.1
1986	VTP55427.1
1987	VTP55429.1
1988	VTP55431.1
1989	VTP55433.1
1990	VTP55435.1
1991	VTP55437.1
1992	VTP55439.1
1993	VTP55441.1
1994	VTP55443.1
1995	VTP55445.1
1996	VTP55447.1
1997	VTP55449.1
1998	VTP55451.1
1999	VTP55453.1
2000	VTP55455.1
2001	VTP55457.1
2002	VTP55459.1
2003	VTP55461.1
2004	VTP55463.1
2005	VTP55465.1
2006	VTP55467.1
2007	VTP55469.1
2008	VTP55471.1
2009	VTP55473.1
2010	VTP55475.1
2011	VTP55477.1
2012	VTP55479.1
2013	VTP55481.1
2014	VTP55483.1
2015	VTP55485.1
2016	VTP55487.1
2017	VTP55489.1
2018	VTP55491.1
2019	VTP55493.1
2020	VTP55495.1
2021	VTP55497.1
2022	VTP55499.1
2023	VTP55501.1
2024	VTP55503.1
2025	VTP55505.1
2026	VTP55507.1
2027	VTP55509.1
2028	VTP55511.1
2029	VTP55513.1
2030	VTP55515.1
2031	VTP55517.1
2032	VTP55519.1
2033	VTP55521.1
2034	VTP55523.1
2035	VTP55525.1
2036	VTP55527.1
2037	VTP55529.1
2038	VTP55531.1
2039	VTP55534.1
2040	VTP55536.1
2041	VTP55538.1
2042	VTP55540.1
2043	VTP55542.1
2044	VTP55544.1
2045	VTP55546.1
2046	VTP55548.1
2047	VTP55550.1
2048	VTP55552.1
2049	VTP55554.1
2050	VTP55556.1
2051	VTP55558.1
2052	VTP55560.1
2053	VTP55562.1
2054	VTP55564.1
2055	VTP55566.1
2056	VTP55568.1
2057	VTP55570.1
2058	VTP55964.1
2059	VTP54378.1
2060	VTP54376.1
2061	VTP54374.1
2062	VTP54372.1
2063	VTP54370.1
2064	VTP54368.1
2065	VTP54366.1
2066	VTP54364.1
2067	VTP54362.1
2068	VTP54360.1
2069	VTP54358.1
2070	VTP54356.1
2071	VTP54354.1
2072	VTP54352.1
2073	VTP54350.1
2074	VTP54348.1
2075	VTP54346.1
2076	VTP54344.1
2077	VTP54342.1
2078	VTP54340.1
2079	VTP54338.1
2080	VTP54336.1
2081	VTP54334.1
2082	VTP54332.1
2083	VTP54330.1
2084	VTP54328.1
2085	VTP54326.1
2086	VTP54324.1
2087	VTP54322.1
2088	VTP54320.1
2089	VTP54318.1
2090	VTP54316.1
2091	VTP54314.1
2092	VTP54312.1
2093	VTP54310.1
2094	VTP54308.1
2095	VTP54306.1
2096	VTP54302.1
2097	VTP54299.1
2098	VTP54297.1
2099	VTP54295.1
2100	VTP54293.1
2101	VTP54291.1
2102	VTP54289.1
2103	VTP54287.1
2104	VTP54285.1
2105	VTP54283.1
2106	VTP54281.1
2107	VTP54279.1
2108	VTP54277.1
2109	VTP54275.1
2110	VTP54273.1
2111	VTP54271.1
2112	VTP54269.1
2113	VTP54267.1
2114	VTP54265.1
2115	VTP54261.1
2116	VTP54259.1
2117	VTP54257.1
2118	VTP54255.1
2119	VTP54253.1
2120	VTP54251.1
2121	VTP54249.1
2122	VTP54247.1
2123	VTP54245.1
2124	VTP54243.1
2125	VTP54241.1
2126	VTP58099.1
2127	VTP58098.1
2128	VTP58097.1
2129	VTP58096.1
2130	VTP58095.1
2131	VTP58094.1
2132	VTP58093.1
2133	VTP58092.1
2134	VTP58091.1
2135	VTP58090.1
2136	VTP58089.1
2137	VTP58088.1
2138	VTP58087.1
2139	VTP58086.1
2140	VTP58085.1
2141	VTP58084.1
2142	VTP58083.1
2143	VTP58082.1
2144	VTP58081.1
2145	VTP58080.1
2146	VTP58079.1
2147	VTP58077.1
2148	VTP58075.1
2149	VTP58074.1
2150	VTP58073.1
2151	VTP58072.1
2152	VTP58070.1
2153	VTP58069.1
2154	VTP58068.1
2155	VTP58067.1
2156	VTP58066.1
2157	VTP58065.1
2158	VTP58064.1
2159	VTP58063.1
2160	VTP58062.1
2161	VTP58061.1
2162	VTP58060.1
2163	VTP58059.1
2164	VTP58058.1
2165	VTP58057.1
2166	VTP58056.1
2167	VTP58055.1
2168	VTP58054.1
2169	VTP58053.1
2170	VTP58051.1
2171	VTP58050.1
2172	VTP58049.1
2173	VTP58048.1
2174	VTP58047.1
2175	VTP58046.1
2176	VTP58045.1
2177	VTP58044.1
2178	VTP58042.1
2179	VTP58041.1
2180	VTP58140.1
2181	VTP58139.1
2182	VTP58138.1
2184	VTP58137.1
2185	VTP58136.1
2186	VTP58135.1
2187	VTP58134.1
2188	VTP58133.1
2189	VTP58132.1
2190	VTP58131.1
2191	VTP58130.1
2192	VTP58129.1
2193	VTP58128.1
2194	VTP58127.1
2195	VTP58126.1
2196	VTP58125.1
2197	VTP58124.1
2198	VTP58123.1
2199	VTP58122.1
2200	VTP58121.1
2201	VTP58120.1
2202	VTP58119.1
2203	VTP58118.1
2204	VTP55644.1
2205	VTP53421.1
2206	VTP53419.1
2207	VTP53417.1
2208	VTP53415.1
2209	VTP53411.1
2210	VTP53409.1
2211	VTP53407.1
2212	VTP53405.1
2213	VTP53403.1
2214	VTP53401.1
2215	VTP53399.1
2216	VTP53397.1
2217	VTP53395.1
2218	VTP53393.1
2219	VTP53391.1
2220	VTP53389.1
2221	VTP53387.1
2222	VTP53385.1
2223	VTP53383.1
2224	VTP53381.1
2225	VTP53379.1
2226	VTP53377.1
2227	VTP53375.1
2228	VTP53373.1
2229	VTP53371.1
2230	VTP53369.1
2231	VTP53367.1
2232	VTP53365.1
2233	VTP53363.1
2234	VTP53361.1
2235	VTP53359.1
2236	VTP53357.1
2237	VTP53355.1
2238	VTP53353.1
2239	VTP53351.1
2240	VTP53349.1
2241	VTP53347.1
2242	VTP53345.1
2243	VTP53343.1
2244	VTP53341.1
2245	VTP53339.1
2246	VTP53337.1
2247	VTP53335.1
2248	VTP53333.1
2249	VTP53331.1
2250	VTP53329.1
2251	VTP53327.1
2252	VTP53325.1
2253	VTP53323.1
2254	VTP53321.1
2256	VTP53319.1
2257	VTP53317.1
2258	VTP53315.1
2259	VTP53313.1
2260	VTP53311.1
2261	VTP53309.1
2262	VTP53307.1
2263	VTP53305.1
2265	VTP53301.1
2266	VTP56524.1
2267	VTP52360.1
2268	VTP52362.1
2269	VTP52364.1
2270	VTP52366.1
2271	VTP52368.1
2272	VTP52370.1
2273	VTP52372.1
2274	VTP52374.1
2275	VTP52376.1
2276	VTP52378.1
2277	VTP52380.1
2278	VTP52382.1
2279	VTP52384.1
2280	VTP52386.1
2281	VTP52388.1
2282	VTP52390.1
2283	VTP52392.1
2284	VTP52394.1
2285	VTP52396.1
2286	VTP52398.1
2287	VTP52400.1
2288	VTP52402.1
2289	VTP52404.1
2290	VTP52406.1
2291	VTP52408.1
2292	VTP52410.1
2293	VTP52412.1
2294	VTP52414.1
2295	VTP52416.1
2296	VTP52418.1
2297	VTP52422.1
2298	VTP52424.1
2299	VTP52426.1
2300	VTP52428.1
2301	VTP52430.1
2302	VTP52432.1
2303	VTP52434.1
2304	VTP52436.1
2305	VTP52438.1
2306	VTP52440.1
2307	VTP52442.1
2308	VTP52444.1
2309	VTP52446.1
2310	VTP52448.1
2311	VTP52450.1
2312	VTP52452.1
2313	VTP52454.1
2314	VTP52456.1
2315	VTP52458.1
2316	VTP52460.1
2317	VTP52462.1
2318	VTP52464.1
2319	VTP52466.1
2320	VTP52468.1
2321	VTP52470.1
2322	VTP52472.1
2323	VTP52474.1
2324	VTP52476.1
2325	VTP52478.1
2326	VTP52480.1
2327	VTP52482.1
2328	VTP52484.1
2329	VTP52486.1
2330	VTP52488.1
2331	VTP52490.1
2332	VTP51090.1
2333	VTP51089.1
2334	VTP51088.1
2335	VTP51087.1
2336	VTP51086.1
2337	VTP51085.1
2338	VTP51084.1
2339	VTP51083.1
2340	VTP51082.1
2341	VTP51081.1
2342	VTP51080.1
2343	VTP51079.1
2344	VTP51078.1
2345	VTP51077.1
2346	VTP51076.1
2347	VTP51075.1
2348	VTP51074.1
2349	VTP51072.1
2350	VTP51071.1
2351	VTP51070.1
2352	VTP51069.1
2353	VTP51068.1
2354	VTP51067.1
2355	VTP51066.1
2356	VTP51065.1
2357	VTP51064.1
2358	VTP51063.1
2359	VTP51062.1
2360	VTP51061.1
2361	VTP51060.1
2362	VTP51059.1
2363	VTP51058.1
2364	VTP51057.1
2365	VTP51056.1
2366	VTP51055.1
2367	VTP51054.1
2368	VTP51053.1
2369	VTP51052.1
2370	VTP51051.1
2371	VTP51050.1
2372	VTP51049.1
2373	VTP51048.1
2374	VTP51047.1
2375	VTP51046.1
2376	VTP51045.1
2377	VTP51044.1
2378	VTP51041.1
2379	VTP51040.1
2380	VTP51038.1
2381	VTP51037.1
2382	VTP51036.1
2383	VTP51035.1
2384	VTP51034.1
2385	VTP51033.1
2386	VTP51032.1
2387	VTP51031.1
2388	VTP51030.1
2389	VTP51029.1
2390	VTP51028.1
2391	VTP52844.1
2393	VTP52846.1
2394	VTP52848.1
2395	VTP52850.1
2396	VTP52852.1
2397	VTP52854.1
2398	VTP52856.1
2399	VTP52858.1
2400	VTP52860.1
2401	VTP52862.1
2402	VTP52864.1
2403	VTP52866.1
2404	VTP52868.1
2405	VTP52872.1
2406	VTP52874.1
2407	VTP52876.1
2408	VTP52878.1
2409	VTP52880.1
2410	VTP52882.1
2411	VTP52884.1
2412	VTP52886.1
2413	VTP52888.1
2414	VTP52890.1
2415	VTP52892.1
2416	VTP52894.1
2417	VTP52896.1
2418	VTP52898.1
2419	VTP52900.1
2420	VTP52902.1
2421	VTP52904.1
2422	VTP52906.1
2423	VTP52908.1
2424	VTP52910.1
2425	VTP52912.1
2426	VTP52914.1
2427	VTP52916.1
2428	VTP52918.1
2429	VTP52920.1
2430	VTP52922.1
2431	VTP52924.1
2432	VTP52926.1
2433	VTP52928.1
2434	VTP52930.1
2435	VTP52932.1
2436	VTP52934.1
2437	VTP52936.1
2438	VTP52938.1
2439	VTP52940.1
2440	VTP52942.1
2441	VTP52944.1
2442	VTP55588.1
2443	VTP54123.1
2444	VTP50497.1
2445	VTP50498.1
2446	VTP50499.1
2447	VTP50500.1
2448	VTP50501.1
2449	VTP50502.1
2450	VTP50503.1
2451	VTP50504.1
2452	VTP50505.1
2453	VTP50506.1
2454	VTP50507.1
2455	VTP50508.1
2456	VTP50509.1
2457	VTP50510.1
2458	VTP50511.1
2459	VTP50512.1
2460	VTP50513.1
2461	VTP50514.1
2462	VTP50515.1
2463	VTP50516.1
2464	VTP50517.1
2465	VTP50518.1
2466	VTP50519.1
2467	VTP50520.1
2468	VTP50521.1
2469	VTP50522.1
2470	VTP50523.1
2471	VTP50524.1
2472	VTP50525.1
2473	VTP50526.1
2474	VTP50527.1
2475	VTP50528.1
2476	VTP50529.1
2477	VTP50530.1
2478	VTP50531.1
2479	VTP50532.1
2480	VTP50533.1
2481	VTP50534.1
2482	VTP50535.1
2483	VTP50536.1
2484	VTP50537.1
2485	VTP50538.1
2486	VTP50539.1
2487	VTP50540.1
2488	VTP50541.1
2489	VTP50542.1
2490	VTP50543.1
2491	VTP50544.1
2492	VTP50545.1
2493	VTP54239.1
2494	VTP55068.1
2495	VTP55070.1
2496	VTP55072.1
2497	VTP55074.1
2498	VTP55076.1
2499	VTP55078.1
2500	VTP55080.1
2501	VTP55082.1
2502	VTP55084.1
2503	VTP55086.1
2504	VTP55088.1
2505	VTP55090.1
2506	VTP55091.1
2507	VTP55093.1
2508	VTP55095.1
2509	VTP55097.1
2510	VTP55099.1
2511	VTP55101.1
2512	VTP55105.1
2513	VTP55107.1
2514	VTP55109.1
2515	VTP55111.1
2516	VTP55113.1
2517	VTP55115.1
2518	VTP55117.1
2519	VTP55119.1
2520	VTP55121.1
2521	VTP55123.1
2522	VTP55125.1
2523	VTP55127.1
2524	VTP55129.1
2525	VTP55131.1
2526	VTP55133.1
2527	VTP55135.1
2528	VTP55139.1
2529	VTP55141.1
2530	VTP55143.1
2531	VTP52840.1
2532	VTP52838.1
2533	VTP52836.1
2534	VTP52834.1
2535	VTP52832.1
2536	VTP52830.1
2537	VTP52828.1
2538	VTP52826.1
2539	VTP52824.1
2540	VTP52822.1
2541	VTP52820.1
2542	VTP52818.1
2543	VTP52816.1
2544	VTP52814.1
2545	VTP52812.1
2546	VTP52810.1
2547	VTP52808.1
2548	VTP52806.1
2549	VTP52804.1
2550	VTP52802.1
2551	VTP52800.1
2552	VTP52798.1
2553	VTP52796.1
2554	VTP52794.1
2555	VTP52792.1
2556	VTP52790.1
2557	VTP52788.1
2558	VTP52786.1
2559	VTP52784.1
2560	VTP52782.1
2561	VTP52780.1
2562	VTP52778.1
2563	VTP52776.1
2564	VTP52774.1
2565	VTP52772.1
2566	VTP52770.1
2567	VTP52768.1
2568	VTP52766.1
2569	VTP52764.1
2570	VTP52762.1
2571	VTP52760.1
2572	VTP52758.1
2573	VTP52756.1
2574	VTP52754.1
2575	VTP54494.1
2576	VTP53018.1
2577	VTP53016.1
2578	VTP53014.1
2579	VTP53012.1
2580	VTP53010.1
2581	VTP53008.1
2582	VTP53006.1
2583	VTP53004.1
2584	VTP53002.1
2585	VTP53000.1
2586	VTP52998.1
2587	VTP52996.1
2588	VTP52994.1
2589	VTP52992.1
2590	VTP52990.1
2591	VTP52988.1
2592	VTP52986.1
2593	VTP52984.1
2594	VTP52982.1
2595	VTP52980.1
2596	VTP52978.1
2597	VTP52976.1
2598	VTP52974.1
2599	VTP52972.1
2600	VTP52970.1
2601	VTP52968.1
2602	VTP52966.1
2603	VTP52964.1
2604	VTP52962.1
2605	VTP52960.1
2606	VTP52958.1
2607	VTP52956.1
2608	VTP52954.1
2609	VTP52952.1
2610	VTP52950.1
2611	VTP52948.1
2613	VTP55584.1
2615	VTP55409.1
2616	VTP55407.1
2617	VTP55405.1
2618	VTP55403.1
2619	VTP55401.1
2620	VTP55399.1
2621	VTP55397.1
2622	VTP55395.1
2623	VTP55393.1
2624	VTP55391.1
2625	VTP55389.1
2626	VTP55387.1
2627	VTP55385.1
2628	VTP55383.1
2629	VTP55381.1
2630	VTP55379.1
2631	VTP55377.1
2632	VTP55375.1
2633	VTP55373.1
2634	VTP55371.1
2635	VTP55369.1
2636	VTP55367.1
2637	VTP55365.1
2638	VTP55363.1
2639	VTP55361.1
2640	VTP55359.1
2641	VTP55357.1
2642	VTP55355.1
2643	VTP55353.1
2644	VTP55351.1
2645	VTP55349.1
2646	VTP55347.1
2647	VTP55345.1
2648	VTP55343.1
2649	VTP55584.1
2651	VTP50442.1
2652	VTP50441.1
2653	VTP50440.1
2654	VTP50439.1
