gene_callers_id	Accession
1370	VTP51494.1
1371	VTP51496.1
1372	VTP51498.1
1373	VTP51500.1
1374	VTP51502.1
1375	VTP51504.1
1376	VTP51506.1
1377	VTP51508.1
1378	VTP51510.1
1379	VTP51512.1
1380	VTP51514.1
1381	VTP51516.1
1382	VTP51518.1
1383	VTP51520.1
1384	VTP51522.1
1385	VTP51524.1
1386	VTP51526.1
1387	VTP51528.1
1388	VTP51530.1
1389	VTP51532.1
1390	VTP51534.1
1391	VTP51536.1
1392	VTP51538.1
1393	VTP51540.1
1394	VTP51542.1
1395	VTP51544.1
1396	VTP51546.1
1397	VTP51548.1
1398	VTP51550.1
1399	VTP51552.1
1400	VTP51554.1
1401	VTP51556.1
1402	VTP51558.1
1403	VTP51560.1
1404	VTP51562.1
1405	VTP51564.1
1406	VTP51566.1
1407	VTP51568.1
1408	VTP51570.1
1409	VTP51572.1
1410	VTP51574.1
1411	VTP51576.1
1412	VTP51578.1
1413	VTP51580.1
1414	VTP51582.1
1415	VTP51584.1
1416	VTP51586.1
1417	VTP51588.1
1418	VTP51590.1
1419	VTP51592.1
1420	VTP51594.1
1421	VTP51596.1
1422	VTP51598.1
1423	VTP51600.1
1424	VTP51602.1
1425	VTP51604.1
1426	VTP51606.1
1427	VTP51608.1
1428	VTP51610.1
1429	VTP51612.1
1430	VTP51614.1
1431	VTP51616.1
1432	VTP51618.1
1433	VTP51620.1
1434	VTP51622.1
1435	VTP51624.1
1436	VTP51626.1
1437	VTP51628.1
1438	VTP51630.1
1439	VTP51632.1
1440	VTP51634.1
1441	VTP51636.1
1442	VTP51638.1
1443	VTP51640.1
1444	VTP51642.1
1445	VTP51644.1
1446	VTP51646.1
1447	VTP51648.1
1448	VTP51650.1
1449	VTP51652.1
1450	VTP51654.1
1451	VTP51656.1
1452	VTP51658.1
1453	VTP51660.1
1454	VTP51662.1
1455	VTP51664.1
1456	VTP51666.1
1457	VTP51668.1
1458	VTP51670.1
1459	VTP51672.1
1460	VTP51674.1
1461	VTP51676.1
1462	VTP51678.1
1463	VTP56524.1
1464	VTP51682.1
1465	VTP51684.1
1466	VTP51686.1
1467	VTP51688.1
1468	VTP51690.1
1469	VTP51692.1
1470	VTP51694.1
1471	VTP51696.1
1472	VTP51698.1
1473	VTP51700.1
1474	VTP51704.1
1475	VTP51706.1
1476	VTP51708.1
1477	VTP51710.1
1478	VTP51712.1
1479	VTP51714.1
1480	VTP51716.1
1481	VTP51718.1
1482	VTP51720.1
1483	VTP51722.1
1484	VTP51724.1
1485	VTP51726.1
1486	VTP55311.1
1487	VTP51730.1
1488	VTP51732.1
1489	VTP51734.1
1490	VTP51736.1
1491	VTP51738.1
1492	VTP51740.1
1493	VTP51742.1
1494	VTP51744.1
1495	VTP51746.1
1496	VTP51748.1
1497	VTP51750.1
1498	VTP51752.1
1499	VTP51754.1
1500	VTP51756.1
1501	VTP51758.1
1502	VTP51760.1
1503	VTP51762.1
1504	VTP51764.1
1505	VTP51766.1
1506	VTP51768.1
1507	VTP51770.1
1508	VTP51772.1
1509	VTP51774.1
1510	VTP51776.1
1511	VTP51778.1
1512	VTP51780.1
1513	VTP51782.1
1514	VTP51784.1
1515	VTP51786.1
1516	VTP51788.1
1517	VTP54750.1
1518	VTP51792.1
1519	VTP51795.1
1520	VTP51797.1
1521	VTP51799.1
1522	VTP51801.1
1523	VTP51803.1
1524	VTP51805.1
1525	VTP51809.1
1526	VTP51811.1
1527	VTP51813.1
1528	VTP51815.1
1529	VTP51817.1
1530	VTP51819.1
1531	VTP51821.1
1532	VTP51823.1
1533	VTP51825.1
1534	VTP51827.1
1535	VTP51829.1
1536	VTP51831.1
1537	VTP51833.1
1538	VTP51835.1
1539	VTP51837.1
1540	VTP51839.1
1541	VTP51841.1
1542	VTP51843.1
1543	VTP51845.1
1544	VTP54239.1
1545	VTP51849.1
1546	VTP51851.1
1547	VTP51853.1
1548	VTP51855.1
1549	VTP51857.1
1550	VTP51860.1
1551	VTP51862.1
1552	VTP51864.1
1553	VTP51866.1
1554	VTP51868.1
1555	VTP51870.1
1556	VTP51872.1
1557	VTP51873.1
1558	VTP51875.1
1559	VTP51877.1
1560	VTP51879.1
1561	VTP51881.1
1562	VTP51883.1
1563	VTP51885.1
1564	VTP51887.1
1565	VTP51889.1
1566	VTP51891.1
1567	VTP51893.1
1568	VTP51895.1
1569	VTP51896.1
1570	VTP51898.1
1571	VTP51900.1
1572	VTP51902.1
1573	VTP51904.1
1574	VTP51906.1
1575	VTP51908.1
1576	VTP51910.1
1577	VTP51912.1
1578	VTP51914.1
1579	VTP51916.1
1580	VTP51918.1
1581	VTP51920.1
1582	VTP51922.1
1583	VTP51924.1
1584	VTP51926.1
1585	VTP51928.1
1586	VTP51930.1
1587	VTP51932.1
1588	VTP51934.1
1590	VTP51936.1
1591	VTP51938.1
1592	VTP51940.1
1593	VTP51942.1
1594	VTP51944.1
1595	VTP51946.1
1596	VTP51948.1
1597	VTP51950.1
1598	VTP51952.1
1599	VTP51954.1
1600	VTP51956.1
1601	VTP51958.1
1602	VTP51960.1
1603	VTP51962.1
1604	VTP51964.1
1605	VTP51966.1
1606	VTP51969.1
1607	VTP51971.1
1608	VTP51973.1
1609	VTP51975.1
1610	VTP51977.1
1611	VTP51979.1
1612	VTP51981.1
1613	VTP51983.1
1614	VTP51985.1
1615	VTP51987.1
1616	VTP51989.1
1617	VTP51991.1
1618	VTP51994.1
1619	VTP51996.1
1620	VTP51998.1
1621	VTP52000.1
1622	VTP52002.1
1623	VTP52004.1
1624	VTP52006.1
1625	VTP52008.1
1626	VTP52010.1
1627	VTP52012.1
1628	VTP52014.1
1629	VTP52016.1
1630	VTP52018.1
1631	VTP52020.1
1632	VTP52022.1
1633	VTP52024.1
1634	VTP52026.1
1635	VTP52028.1
1636	VTP52030.1
1637	VTP52032.1
1638	VTP52034.1
1639	VTP53646.1
1640	VTP52040.1
1641	VTP52042.1
1642	VTP52044.1
1643	VTP52046.1
1644	VTP52048.1
1645	VTP52050.1
1646	VTP52052.1
1647	VTP52054.1
1648	VTP52056.1
1649	VTP52058.1
1650	VTP52060.1
1651	VTP52062.1
1652	VTP54750.1
1653	VTP52066.1
1654	VTP52068.1
1655	VTP52070.1
1656	VTP52072.1
1657	VTP52074.1
1658	VTP52076.1
1659	VTP52078.1
1660	VTP52080.1
1661	VTP52082.1
1662	VTP52084.1
1663	VTP52086.1
1664	VTP52088.1
1665	VTP52090.1
1666	VTP52092.1
1667	VTP52094.1
1668	VTP52096.1
1669	VTP52098.1
1670	VTP52100.1
1671	VTP52102.1
1672	VTP52104.1
1673	VTP52106.1
1674	VTP52108.1
1675	VTP52110.1
1676	VTP52112.1
1677	VTP52114.1
1678	VTP52116.1
1679	VTP52118.1
1680	VTP52120.1
1681	VTP52122.1
1682	VTP52124.1
1683	VTP52126.1
1684	VTP52128.1
1685	VTP52130.1
1686	VTP53646.1
1687	VTP52134.1
1688	VTP52136.1
1689	VTP52138.1
1690	VTP52140.1
1691	VTP52142.1
1692	VTP52144.1
1693	VTP52146.1
1694	VTP52148.1
1695	VTP52150.1
1696	VTP52152.1
1697	VTP52154.1
1698	VTP52156.1
1699	VTP52158.1
1700	VTP52160.1
1701	VTP52162.1
1702	VTP52164.1
1703	VTP52166.1
1704	VTP52168.1
1705	VTP52170.1
1706	VTP52174.1
1707	VTP52176.1
1708	VTP52178.1
1709	VTP52180.1
1710	VTP52182.1
1711	VTP52184.1
1712	VTP52186.1
1713	VTP52188.1
1714	VTP52190.1
1715	VTP52192.1
1716	VTP52195.1
1717	VTP52197.1
1718	VTP52199.1
1719	VTP52201.1
1720	VTP52203.1
1721	VTP52205.1
1722	VTP52207.1
1723	VTP52209.1
1724	VTP52211.1
1725	VTP52213.1
1726	VTP52216.1
1727	VTP52218.1
1728	VTP52220.1
1729	VTP52222.1
1730	VTP52224.1
1731	VTP52226.1
1732	VTP52228.1
1733	VTP52230.1
1734	VTP52232.1
1735	VTP52234.1
1736	VTP52236.1
1737	VTP52238.1
1738	VTP52240.1
1739	VTP52242.1
1740	VTP52244.1
1741	VTP52246.1
1742	VTP52250.1
1743	VTP52252.1
1744	VTP52254.1
1745	VTP52256.1
1746	VTP52258.1
1747	VTP52260.1
1748	VTP52262.1
1749	VTP52264.1
1750	VTP52266.1
1751	VTP52268.1
1752	VTP52270.1
1753	VTP52272.1
1754	VTP52274.1
1755	VTP52276.1
1756	VTP52278.1
1757	VTP52280.1
1758	VTP52282.1
1759	VTP52284.1
1760	VTP52286.1
1761	VTP52288.1
1762	VTP52290.1
1763	VTP52292.1
1764	VTP52294.1
1765	VTP52296.1
1766	VTP52298.1
1767	VTP52300.1
1768	VTP52302.1
1769	VTP52304.1
1770	VTP52306.1
1771	VTP52308.1
1772	VTP52310.1
1773	VTP52312.1
1774	VTP52314.1
1775	VTP52316.1
1776	VTP52318.1
1777	VTP52320.1
1778	VTP52322.1
1779	VTP52324.1
1780	VTP52326.1
1781	VTP52328.1
1782	VTP52330.1
1783	VTP52332.1
1784	VTP52334.1
1785	VTP52336.1
1786	VTP52338.1
1787	VTP52340.1
1788	VTP52342.1
1789	VTP52344.1
1790	VTP52346.1
1791	VTP52348.1
1792	VTP52350.1
1793	VTP52352.1
1794	VTP52354.1
1795	VTP53155.1
1796	VTP52358.1
1797	VTP52360.1
1798	VTP52362.1
1799	VTP52364.1
1800	VTP52366.1
1801	VTP52368.1
1802	VTP52370.1
1803	VTP52372.1
1804	VTP52374.1
1805	VTP52376.1
1806	VTP52378.1
1807	VTP52380.1
1808	VTP52382.1
1809	VTP52384.1
1810	VTP52386.1
1811	VTP52388.1
1812	VTP52390.1
1813	VTP52392.1
1814	VTP52394.1
1815	VTP52396.1
1816	VTP52398.1
1817	VTP52400.1
1818	VTP52402.1
1819	VTP52404.1
1820	VTP52406.1
1821	VTP52408.1
1822	VTP52410.1
1823	VTP52412.1
1824	VTP52414.1
1825	VTP52416.1
1826	VTP52418.1
1827	VTP52422.1
1828	VTP52424.1
1829	VTP52426.1
1830	VTP52428.1
1831	VTP52430.1
1832	VTP52432.1
1833	VTP52434.1
1834	VTP52436.1
1835	VTP52438.1
1836	VTP52440.1
1837	VTP52442.1
1838	VTP52444.1
1839	VTP52446.1
1840	VTP52448.1
1841	VTP52450.1
1842	VTP52452.1
1843	VTP52454.1
1844	VTP52456.1
1845	VTP52458.1
1846	VTP52460.1
1847	VTP52462.1
1848	VTP52464.1
1849	VTP52466.1
1850	VTP52468.1
1851	VTP52470.1
1852	VTP52472.1
1853	VTP52474.1
1854	VTP52476.1
1855	VTP52478.1
1856	VTP52480.1
1857	VTP52482.1
1858	VTP52484.1
1859	VTP52486.1
1860	VTP52488.1
1861	VTP52490.1
1862	VTP54750.1
1863	VTP52494.1
1864	VTP52496.1
1865	VTP52498.1
1866	VTP52500.1
1867	VTP52502.1
1868	VTP52504.1
1869	VTP52506.1
1870	VTP52508.1
1871	VTP52510.1
1872	VTP52512.1
1873	VTP52514.1
1874	VTP52516.1
1875	VTP52518.1
1876	VTP52520.1
1877	VTP52522.1
1878	VTP52524.1
1879	VTP52526.1
1880	VTP52528.1
1881	VTP52530.1
1882	VTP52532.1
1883	VTP52534.1
1884	VTP52536.1
1885	VTP52538.1
1886	VTP52540.1
1887	VTP52542.1
1888	VTP55341.1
1889	VTP52546.1
1890	VTP52548.1
1891	VTP52550.1
1892	VTP52552.1
1893	VTP52554.1
1894	VTP52556.1
1895	VTP52558.1
1896	VTP52560.1
1897	VTP52562.1
1898	VTP52564.1
1899	VTP52566.1
1900	VTP52568.1
1901	VTP52570.1
1902	VTP52572.1
1903	VTP52574.1
1904	VTP52576.1
1905	VTP52578.1
1906	VTP52580.1
1907	VTP52582.1
1908	VTP52584.1
1909	VTP52586.1
1910	VTP52588.1
1911	VTP52590.1
1912	VTP52592.1
1913	VTP52594.1
1914	VTP52596.1
1915	VTP52598.1
1916	VTP52600.1
1917	VTP52602.1
1918	VTP52604.1
1919	VTP52606.1
1920	VTP52608.1
1921	VTP52610.1
1922	VTP52612.1
1923	VTP52614.1
1924	VTP52616.1
1925	VTP52618.1
1926	VTP52620.1
1927	VTP52622.1
1928	VTP52624.1
1929	VTP52626.1
1930	VTP52628.1
1931	VTP52630.1
1932	VTP52632.1
1933	VTP52634.1
1934	VTP52636.1
1935	VTP52638.1
1936	VTP52640.1
1937	VTP52642.1
1938	VTP52644.1
1939	VTP52646.1
1940	VTP52648.1
1941	VTP52650.1
1942	VTP52652.1
1943	VTP52654.1
1944	VTP52656.1
1945	VTP52658.1
1946	VTP52660.1
1947	VTP52662.1
1948	VTP52664.1
1949	VTP52668.1
1950	VTP52670.1
1951	VTP52672.1
1952	VTP52674.1
1953	VTP52676.1
1954	VTP52678.1
1955	VTP52680.1
1956	VTP52682.1
1957	VTP52684.1
1958	VTP52686.1
1959	VTP52688.1
1960	VTP52690.1
1961	VTP52692.1
1962	VTP52694.1
1963	VTP52696.1
1964	VTP52698.1
1965	VTP52700.1
1966	VTP52702.1
1967	VTP52704.1
1968	VTP52706.1
1969	VTP52708.1
1970	VTP52710.1
1971	VTP52712.1
1972	VTP52714.1
1973	VTP52716.1
1974	VTP52718.1
1975	VTP52720.1
1976	VTP52722.1
1977	VTP52724.1
1978	VTP52726.1
1979	VTP52728.1
1980	VTP52730.1
1981	VTP52732.1
1982	VTP52734.1
1983	VTP52736.1
1984	VTP52738.1
1985	VTP52740.1
1986	VTP52742.1
1987	VTP52744.1
1988	VTP52746.1
1989	VTP52748.1
1990	VTP54492.1
1991	VTP54494.1
1992	VTP52754.1
1993	VTP52756.1
1994	VTP52758.1
1995	VTP52760.1
1996	VTP52762.1
1997	VTP52764.1
1998	VTP52766.1
1999	VTP52768.1
2000	VTP52770.1
2001	VTP52772.1
2002	VTP52774.1
2003	VTP52776.1
2004	VTP52778.1
2005	VTP52780.1
2006	VTP52782.1
2007	VTP52784.1
2008	VTP52786.1
2009	VTP52788.1
2010	VTP52790.1
2011	VTP52792.1
2012	VTP52794.1
2013	VTP52796.1
2014	VTP52798.1
2015	VTP52800.1
2016	VTP52802.1
2017	VTP52804.1
2018	VTP52806.1
2019	VTP52808.1
2020	VTP52810.1
2021	VTP52812.1
2022	VTP52814.1
2023	VTP52816.1
2024	VTP52818.1
2026	VTP52820.1
2027	VTP52822.1
2028	VTP52824.1
2029	VTP52826.1
2030	VTP52828.1
2031	VTP52830.1
2032	VTP52832.1
2033	VTP52834.1
2034	VTP52836.1
2035	VTP52838.1
2036	VTP52840.1
2037	VTP55145.1
2038	VTP52844.1
2040	VTP52846.1
2041	VTP52848.1
2042	VTP52850.1
2043	VTP52852.1
2044	VTP52854.1
2045	VTP52856.1
2046	VTP52858.1
2047	VTP52860.1
2048	VTP52862.1
2049	VTP52864.1
2050	VTP52866.1
2051	VTP52868.1
2052	VTP52872.1
2053	VTP52874.1
2054	VTP52876.1
2055	VTP52878.1
2056	VTP52880.1
2057	VTP52882.1
2058	VTP52884.1
2059	VTP52886.1
2060	VTP52888.1
2061	VTP52890.1
2062	VTP52892.1
2063	VTP52894.1
2064	VTP52896.1
2065	VTP52898.1
2066	VTP52900.1
2067	VTP52902.1
2068	VTP52904.1
2069	VTP52906.1
2070	VTP52908.1
2071	VTP52910.1
2072	VTP52912.1
2073	VTP52914.1
2074	VTP52916.1
2075	VTP52918.1
2076	VTP52920.1
2077	VTP52922.1
2078	VTP52924.1
2079	VTP52926.1
2080	VTP52928.1
2081	VTP52930.1
2082	VTP52932.1
2083	VTP52934.1
2084	VTP52936.1
2085	VTP52938.1
2086	VTP52940.1
2087	VTP52942.1
2088	VTP52944.1
2089	VTP55588.1
2091	VTP52948.1
2092	VTP52950.1
2093	VTP52952.1
2094	VTP52954.1
2095	VTP52956.1
2096	VTP52958.1
2097	VTP52960.1
2098	VTP52962.1
2099	VTP52964.1
2100	VTP52966.1
2101	VTP52968.1
2102	VTP52970.1
2103	VTP52972.1
2104	VTP52974.1
2105	VTP52976.1
2106	VTP52978.1
2107	VTP52980.1
2108	VTP52982.1
2109	VTP52984.1
2110	VTP52986.1
2111	VTP52988.1
2112	VTP52990.1
2113	VTP52992.1
2114	VTP52994.1
2115	VTP52996.1
2116	VTP52998.1
2117	VTP53000.1
2118	VTP53002.1
2119	VTP53004.1
2120	VTP53006.1
2121	VTP53008.1
2122	VTP53010.1
2123	VTP53012.1
2124	VTP53014.1
2125	VTP53016.1
2126	VTP53018.1
2127	VTP53020.1
2128	VTP53022.1
2129	VTP53024.1
2130	VTP53026.1
2131	VTP53028.1
2132	VTP53030.1
2133	VTP53032.1
2134	VTP53034.1
2135	VTP53035.1
2136	VTP53037.1
2137	VTP53039.1
2138	VTP53041.1
2139	VTP53043.1
2140	VTP53045.1
2141	VTP53047.1
2142	VTP53049.1
2143	VTP53051.1
2144	VTP53053.1
2145	VTP53055.1
2146	VTP53057.1
2147	VTP53059.1
2148	VTP53061.1
2149	VTP53063.1
2150	VTP53065.1
2151	VTP53067.1
2152	VTP53069.1
2153	VTP53071.1
2154	VTP53073.1
2155	VTP53075.1
2156	VTP53077.1
2157	VTP53079.1
2158	VTP53081.1
2159	VTP53083.1
2160	VTP53085.1
2161	VTP53089.1
2162	VTP53091.1
2163	VTP53093.1
2164	VTP53095.1
2165	VTP53097.1
2167	VTP53099.1
2168	VTP53101.1
2169	VTP53103.1
2170	VTP53105.1
2171	VTP53107.1
2172	VTP53109.1
2173	VTP53111.1
2174	VTP53113.1
2175	VTP53115.1
2176	VTP53117.1
2177	VTP53119.1
2178	VTP53121.1
2179	VTP53123.1
2180	VTP53125.1
2181	VTP53127.1
2182	VTP53129.1
2183	VTP53131.1
2184	VTP53133.1
2186	VTP53135.1
2188	VTP53137.1
2189	VTP53139.1
2190	VTP53141.1
2191	VTP53143.1
2192	VTP53145.1
2193	VTP53147.1
2194	VTP53149.1
2195	VTP53151.1
2196	VTP56524.1
2197	VTP53155.1
2198	VTP53157.1
2199	VTP53159.1
2200	VTP53161.1
2201	VTP53163.1
2202	VTP53165.1
2203	VTP53167.1
2204	VTP53169.1
2205	VTP53171.1
2206	VTP53173.1
2207	VTP53175.1
2208	VTP53177.1
2209	VTP53179.1
2210	VTP53181.1
2211	VTP53183.1
2212	VTP53185.1
2213	VTP53187.1
2214	VTP53189.1
2215	VTP53191.1
2216	VTP53193.1
2217	VTP53195.1
2218	VTP53197.1
2219	VTP53199.1
2220	VTP53201.1
2221	VTP53203.1
2222	VTP53205.1
2223	VTP53207.1
2224	VTP53209.1
2225	VTP53211.1
2226	VTP53213.1
2227	VTP53215.1
2228	VTP53217.1
2229	VTP53219.1
2230	VTP53221.1
2231	VTP53223.1
2232	VTP53225.1
2233	VTP53227.1
2234	VTP53229.1
2235	VTP53231.1
2236	VTP53233.1
2237	VTP53235.1
2238	VTP53237.1
2239	VTP53239.1
2240	VTP53241.1
2241	VTP53243.1
2242	VTP53245.1
2243	VTP53247.1
2244	VTP53249.1
2245	VTP53251.1
2246	VTP53253.1
2247	VTP53255.1
2248	VTP53257.1
2249	VTP53259.1
2250	VTP53261.1
2251	VTP53263.1
2252	VTP53265.1
2253	VTP53267.1
2254	VTP53269.1
2255	VTP53271.1
2256	VTP53273.1
2257	VTP53275.1
2258	VTP53277.1
2259	VTP53279.1
2260	VTP53281.1
2261	VTP53283.1
2262	VTP53285.1
2263	VTP53287.1
2264	VTP53289.1
2265	VTP53291.1
2266	VTP53293.1
2267	VTP53295.1
2268	VTP53297.1
2269	VTP54750.1
2270	VTP53301.1
2272	VTP53305.1
2273	VTP53307.1
2274	VTP53309.1
2275	VTP53311.1
2276	VTP53313.1
2277	VTP53315.1
2278	VTP53317.1
2279	VTP53319.1
2281	VTP53321.1
2282	VTP53323.1
2283	VTP53325.1
2284	VTP53327.1
2285	VTP53329.1
2286	VTP53331.1
2287	VTP53333.1
2288	VTP53335.1
2289	VTP53337.1
2290	VTP53339.1
2291	VTP53341.1
2292	VTP53343.1
2293	VTP53345.1
2294	VTP53347.1
2295	VTP53349.1
2296	VTP53351.1
2297	VTP53353.1
2298	VTP53355.1
2299	VTP53357.1
2300	VTP53359.1
2301	VTP53361.1
2302	VTP53363.1
2303	VTP53365.1
2304	VTP53367.1
2305	VTP53369.1
2306	VTP53371.1
2307	VTP53373.1
2308	VTP53375.1
2309	VTP53377.1
2310	VTP53379.1
2311	VTP53381.1
2312	VTP53383.1
2313	VTP53385.1
2314	VTP53387.1
2315	VTP53389.1
2316	VTP53391.1
2317	VTP53393.1
2318	VTP53395.1
2319	VTP53397.1
2320	VTP53399.1
2321	VTP53401.1
2322	VTP53403.1
2323	VTP53405.1
2324	VTP53407.1
2325	VTP53409.1
2326	VTP53411.1
2327	VTP53415.1
2328	VTP53417.1
2329	VTP53419.1
2330	VTP53421.1
2331	VTP53423.1
2332	VTP53425.1
2333	VTP53427.1
2334	VTP53429.1
2335	VTP53431.1
2336	VTP53433.1
2337	VTP53435.1
2338	VTP53437.1
2339	VTP53439.1
2340	VTP53441.1
2341	VTP53443.1
2342	VTP53445.1
2343	VTP53447.1
2344	VTP53449.1
2345	VTP53451.1
2346	VTP53453.1
2347	VTP53455.1
2348	VTP53457.1
2349	VTP53459.1
2350	VTP53461.1
2351	VTP53475.1
2352	VTP53463.1
2353	VTP53465.1
2354	VTP53467.1
2356	VTP53471.1
2357	VTP53473.1
2358	VTP53475.1
2359	VTP53477.1
2360	VTP53479.1
2361	VTP53481.1
2362	VTP53483.1
2363	VTP53485.1
2364	VTP53487.1
2365	VTP53489.1
2366	VTP53491.1
2367	VTP53493.1
2368	VTP53495.1
2369	VTP53497.1
2370	VTP53498.1
2371	VTP53500.1
2372	VTP53502.1
2373	VTP53504.1
2374	VTP53506.1
2375	VTP53508.1
2376	VTP53510.1
2377	VTP53512.1
2378	VTP53514.1
2379	VTP53516.1
2380	VTP53518.1
2381	VTP53520.1
2382	VTP53522.1
2383	VTP53524.1
2384	VTP53528.1
2385	VTP53530.1
2386	VTP53532.1
2387	VTP53534.1
2388	VTP53536.1
2389	VTP53538.1
2390	VTP53540.1
2391	VTP53542.1
2392	VTP53544.1
2393	VTP53546.1
2394	VTP53548.1
2395	VTP53550.1
2396	VTP53552.1
2397	VTP53554.1
2398	VTP53556.1
2399	VTP53558.1
2400	VTP53560.1
2401	VTP53562.1
2402	VTP53564.1
2403	VTP53566.1
2404	VTP53568.1
2405	VTP53570.1
2406	VTP53572.1
2407	VTP53574.1
2408	VTP53576.1
2409	VTP53578.1
2410	VTP53580.1
2411	VTP53582.1
2412	VTP53584.1
2413	VTP53586.1
2414	VTP53588.1
2415	VTP53590.1
2416	VTP53592.1
2417	VTP53594.1
2418	VTP53596.1
2419	VTP53598.1
2420	VTP53600.1
2421	VTP53602.1
2422	VTP53604.1
2423	VTP53606.1
2424	VTP53608.1
2425	VTP53610.1
2426	VTP53612.1
2427	VTP53614.1
2428	VTP53616.1
2429	VTP53618.1
2430	VTP53620.1
2431	VTP53622.1
2432	VTP53624.1
2433	VTP53626.1
2434	VTP53628.1
2435	VTP53629.1
2436	VTP53630.1
2437	VTP53631.1
2438	VTP56524.1
2439	VTP53633.1
2440	VTP53634.1
2441	VTP53635.1
2442	VTP53636.1
2443	VTP53637.1
2444	VTP53638.1
2445	VTP53639.1
2446	VTP53640.1
2447	VTP53641.1
2448	VTP53642.1
2449	VTP53643.1
2450	VTP53644.1
2451	VTP53645.1
2452	VTP53646.1
2453	VTP53647.1
2454	VTP53648.1
2455	VTP53649.1
2456	VTP53651.1
2457	VTP53653.1
2458	VTP53657.1
2459	VTP53659.1
2460	VTP53661.1
2461	VTP53663.1
2462	VTP53665.1
2463	VTP53667.1
2464	VTP53669.1
2465	VTP53671.1
2466	VTP53673.1
2467	VTP53675.1
2468	VTP53677.1
2469	VTP53679.1
2470	VTP53681.1
2471	VTP53683.1
2472	VTP53685.1
2473	VTP53687.1
2474	VTP53689.1
2475	VTP53691.1
2476	VTP53693.1
2477	VTP53695.1
2478	VTP53697.1
2479	VTP53699.1
2480	VTP53701.1
2481	VTP53703.1
2482	VTP53705.1
2483	VTP53707.1
2484	VTP53709.1
2485	VTP53711.1
2486	VTP53713.1
2487	VTP53715.1
2488	VTP53717.1
2489	VTP53719.1
2490	VTP53721.1
2491	VTP53723.1
2492	VTP53725.1
2493	VTP53727.1
2494	VTP53729.1
2495	VTP53731.1
2496	VTP53733.1
2497	VTP53735.1
2498	VTP53737.1
2499	VTP53739.1
2500	VTP53741.1
2501	VTP53743.1
2502	VTP53745.1
2503	VTP53747.1
2504	VTP53749.1
2505	VTP53751.1
2506	VTP53753.1
2507	VTP53755.1
2508	VTP53757.1
2509	VTP53759.1
2510	VTP53761.1
2511	VTP53763.1
2512	VTP53765.1
2513	VTP53767.1
2514	VTP53769.1
2515	VTP53771.1
2516	VTP53773.1
2517	VTP53775.1
2518	VTP53777.1
2519	VTP53779.1
2520	VTP53781.1
2521	VTP53783.1
2522	VTP53785.1
2523	VTP53787.1
2524	VTP53789.1
2526	VTP53791.1
2527	VTP53793.1
2528	VTP53795.1
2529	VTP53797.1
2530	VTP53799.1
2531	VTP53801.1
2532	VTP53803.1
2533	VTP53805.1
2534	VTP53807.1
2535	VTP53213.1
2536	VTP53809.1
2537	VTP53811.1
2538	VTP53813.1
2539	VTP53815.1
2540	VTP53817.1
2541	VTP53819.1
2542	VTP53821.1
2543	VTP53823.1
2544	VTP53827.1
2545	VTP53829.1
2546	VTP53831.1
2547	VTP53833.1
2548	VTP53835.1
2549	VTP53837.1
2550	VTP53839.1
2551	VTP53841.1
2552	VTP53843.1
2553	VTP53845.1
2554	VTP53847.1
2555	VTP53849.1
2556	VTP53851.1
2557	VTP53853.1
2558	VTP53855.1
2559	VTP53857.1
2560	VTP53859.1
2561	VTP53861.1
2562	VTP53863.1
2563	VTP53865.1
2564	VTP53867.1
2565	VTP53869.1
2566	VTP53871.1
2567	VTP53873.1
2568	VTP53875.1
2569	VTP53877.1
2570	VTP53881.1
2571	VTP53883.1
2572	VTP53885.1
2573	VTP53887.1
2575	VTP55588.1
2577	VTP55588.1
2578	VTP53893.1
2579	VTP53895.1
2580	VTP53897.1
2581	VTP53899.1
2582	VTP53901.1
2583	VTP53903.1
2584	VTP53905.1
2585	VTP53907.1
2586	VTP53909.1
2587	VTP53911.1
2588	VTP53913.1
2589	VTP53915.1
2590	VTP53917.1
2591	VTP53919.1
2592	VTP53921.1
2593	VTP53923.1
2594	VTP53925.1
2595	VTP53927.1
2596	VTP53929.1
2597	VTP53931.1
2598	VTP53933.1
2599	VTP53935.1
2600	VTP53937.1
2601	VTP53939.1
2602	VTP53941.1
2603	VTP53943.1
2604	VTP53945.1
2605	VTP53947.1
2606	VTP53949.1
2607	VTP53951.1
2608	VTP53953.1
2609	VTP53955.1
2610	VTP53957.1
2611	VTP53959.1
2612	VTP53961.1
2613	VTP53963.1
2614	VTP53965.1
2615	VTP53967.1
2616	VTP53969.1
2617	VTP53971.1
2618	VTP53973.1
2619	VTP53975.1
2620	VTP53977.1
2621	VTP53979.1
2622	VTP53981.1
2623	VTP53983.1
2624	VTP53984.1
2625	VTP53986.1
2626	VTP53988.1
2627	VTP53990.1
2628	VTP53992.1
2629	VTP53994.1
2630	VTP53996.1
2631	VTP53998.1
2632	VTP54000.1
2633	VTP54002.1
2634	VTP54004.1
2635	VTP54006.1
2636	VTP54008.1
2637	VTP54010.1
2638	VTP54012.1
2639	VTP54014.1
2640	VTP54016.1
2641	VTP54018.1
2642	VTP54020.1
2643	VTP54022.1
2644	VTP54024.1
2645	VTP54026.1
2646	VTP54028.1
2647	VTP54030.1
2648	VTP54032.1
2649	VTP54034.1
2650	VTP54036.1
2651	VTP54038.1
2652	VTP54040.1
2653	VTP54042.1
